Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
22-JUN-2026,KSCL,Kaveri Seed Company Limit,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,336329,963.76,-
22-JUN-2026,LAMOSAIC,Lamosaic India Limited,KUBER EQUITY SERVICES LLP,BUY,101400,34.34,-
22-JUN-2026,LAMOSAIC,Lamosaic India Limited,VISHAL MAHESH WAGHELA,BUY,55800,33.50,-
22-JUN-2026,LAMOSAIC,Lamosaic India Limited,KESAR TRACOM INDIA LLP,BUY,99600,34.26,-
22-JUN-2026,LAMOSAIC,Lamosaic India Limited,FOAMEX ENTERPRISES,BUY,99600,34.30,-
22-JUN-2026,LAMOSAIC,Lamosaic India Limited,KARAN BALVANTBHAI PATEL,BUY,99600,34.50,-
22-JUN-2026,LAMOSAIC,Lamosaic India Limited,BRILLIANT ENTERPRISES,BUY,99600,34.20,-
22-JUN-2026,MAGSON,Magson Retail And Dist L,RISING CORPORATION LLP,BUY,96000,168.00,-
22-JUN-2026,MYMUDRA,My Mudra Fincorp Limited,VIDHI MEHUL SHAH,BUY,99600,73.55,-
22-JUN-2026,NELCO,Nelco Ltd.,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,130651,956.70,-
22-JUN-2026,NELCO,Nelco Ltd.,QE SECURITIES LLP,BUY,119446,951.83,-
22-JUN-2026,NIITLTD,NIIT Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,994271,105.18,-
22-JUN-2026,NOCIL,NOCIL Limited,VICTUS ENTERPRISE LLP,BUY,1068822,188.78,-
22-JUN-2026,NOCIL,NOCIL Limited,NEO APEX SHARE BROKING SERVICES LLP,BUY,1196190,190.26,-
22-JUN-2026,NOCIL,NOCIL Limited,SETU SECURITIES PVT LTD,BUY,1494785,189.91,-
22-JUN-2026,QFIL,Quality Foils (India) Ltd,TEJASVI  BHARGAVA,BUY,40000,57.00,-
22-JUN-2026,RBA,Restaurant Brand Asia Ltd,QE SECURITIES LLP,BUY,3871385,79.11,-
22-JUN-2026,RBA,Restaurant Brand Asia Ltd,HRTI PRIVATE LIMITED,BUY,4233248,78.85,-
22-JUN-2026,RBA,Restaurant Brand Asia Ltd,MARWADI SHARES AND FINANCE LTD.,BUY,67391,78.90,-
22-JUN-2026,RHETAN,Rhetan TMT Limited,NIRAJ HARSUKHLAL SANGHAVI,BUY,4488175,28.08,-
22-JUN-2026,RMC,RMC Switchgears Limited,HRTI PRIVATE LIMITED,BUY,69383,353.04,-
22-JUN-2026,SUBROS,Subros Ltd,QE SECURITIES LLP,BUY,341188,855.85,-
22-JUN-2026,SUBROS,Subros Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,465638,852.92,-
22-JUN-2026,TFCILTD,Tourism Finance Corp,F3 ADVISORS PRIVATE LIMITED,BUY,1848637,74.10,-
22-JUN-2026,VIPULLTD,Vipul Limited,RATHOD MANOJ CHHAGANLAL HUF,BUY,1021502,11.42,-
22-JUN-2026,VISACHROME,VISA Chrome Limited,ERISKA INVESTMENT FUND LTD,BUY,3644000,40.22,-
22-JUN-2026,ABCOTS,A B Cotspin India Limited,LOTUS HOMETEXTILES LIMITED,SELL,198000,250.50,-
22-JUN-2026,ACSTECH,A C S Technologies Ltd.,NEXTA ENTERPRISES LLP,SELL,775000,39.98,-
22-JUN-2026,ASIANTILES,Asian Granito India Limit,CORE INC,SELL,2076319,56.61,-
22-JUN-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,SELL,747154,30.39,-
22-JUN-2026,DENTA,Denta Water N Infra Sol L,QE SECURITIES LLP,SELL,148118,320.79,-
22-JUN-2026,DENTA,Denta Water N Infra Sol L,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,310764,324.83,-
22-JUN-2026,DENTA,Denta Water N Infra Sol L,MICROCURVES TRADING PRIVATE LIMITED,SELL,239626,328.91,-
22-JUN-2026,DENTA,Denta Water N Infra Sol L,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,207102,324.07,-
22-JUN-2026,DENTA,Denta Water N Infra Sol L,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,170895,328.26,-
22-JUN-2026,DENTA,Denta Water N Infra Sol L,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,159652,325.73,-
22-JUN-2026,EIMCOELECO,Eimco Elecon (India) Ltd.,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,33150,1788.17,-
22-JUN-2026,EMSLIMITED,EMS Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,421824,399.51,-
22-JUN-2026,EMSLIMITED,EMS Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,385137,400.72,-
22-JUN-2026,EMSLIMITED,EMS Limited,HRTI PRIVATE LIMITED,SELL,341959,399.56,-
22-JUN-2026,EMSLIMITED,EMS Limited,QE SECURITIES LLP,SELL,375933,397.44,-
22-JUN-2026,EPACK,EPACK Durable Limited,QE SECURITIES LLP,SELL,1328316,259.46,-
22-JUN-2026,EPACK,EPACK Durable Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,931039,261.07,-
22-JUN-2026,EPACK,EPACK Durable Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,809091,259.96,-
22-JUN-2026,EPACK,EPACK Durable Limited,HRTI PRIVATE LIMITED,SELL,530914,259.14,-
22-JUN-2026,EPACK,EPACK Durable Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,998395,261.94,-
22-JUN-2026,EPACK,EPACK Durable Limited,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,542364,263.72,-
22-JUN-2026,EXXARO,Exxaro Tiles Limited,DEEP DIAMOND INDIA LIMITED,SELL,11111108,6.92,-
22-JUN-2026,EXXARO,Exxaro Tiles Limited,BHAVISHYA ECOMMERCE PRIVATE LIMITED,SELL,3279681,6.90,-
22-JUN-2026,FALCONTECH,Falcon Technoproj Ind Ltd,ASHUTOSH TIWARI,SELL,27600,12.71,-
22-JUN-2026,GCHOTELS,Grand Continent Hotels L,VIVEK JAIN,SELL,141600,135.98,-
22-JUN-2026,GVPTECHPP,GVPTECH Re.1 ppd up,KAILASHBEN ASHOKKUMAR PATEL,SELL,585429,1.53,-
22-JUN-2026,IGARASHI,Igarashi Motors India Lim,MICROCURVES TRADING PRIVATE LIMITED,SELL,205063,472.26,-
22-JUN-2026,IGARASHI,Igarashi Motors India Lim,HRTI PRIVATE LIMITED,SELL,159533,474.57,-
22-JUN-2026,IGARASHI,Igarashi Motors India Lim,QE SECURITIES LLP,SELL,186317,472.42,-
22-JUN-2026,IGARASHI,Igarashi Motors India Lim,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,190675,472.10,-
22-JUN-2026,KRISHPP,KRISHIVAL Re.3.50 ppd up,TALISMAN SECURITIES PRIVATE LIMITED,SELL,120972,125.88,-
22-JUN-2026,KSCL,Kaveri Seed Company Limit,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,336329,964.22,-
22-JUN-2026,LAMOSAIC,Lamosaic India Limited,VINOD JUTHALAL VISARIA,SELL,499800,34.32,-
22-JUN-2026,LAMOSAIC,Lamosaic India Limited,KUBER EQUITY SERVICES LLP,SELL,201600,33.63,-
22-JUN-2026,MAGSON,Magson Retail And Dist L,MAHESHBHAI NARANBHAI PATEL,SELL,233000,168.00,-
22-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,NISHANT  PITTI,SELL,105943,154.69,-
22-JUN-2026,MYMUDRA,My Mudra Fincorp Limited,PROFIN CAPITAL SERVICES LIMITED,SELL,141600,73.68,-
22-JUN-2026,NELCO,Nelco Ltd.,QE SECURITIES LLP,SELL,114225,959.95,-
22-JUN-2026,NELCO,Nelco Ltd.,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,131350,957.36,-
22-JUN-2026,NIITLTD,NIIT Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,994271,105.22,-
22-JUN-2026,NOCIL,NOCIL Limited,SETU SECURITIES PVT LTD,SELL,1494785,190.81,-
22-JUN-2026,NOCIL,NOCIL Limited,VICTUS ENTERPRISE LLP,SELL,68822,190.59,-
22-JUN-2026,NOCIL,NOCIL Limited,NEO APEX SHARE BROKING SERVICES LLP,SELL,1196190,190.74,-
22-JUN-2026,PPSL,Picturepost Studios Ltd,DEEPA SHAILENDRA CHANDGOTHIA,SELL,195000,4.47,-
22-JUN-2026,QFIL,Quality Foils (India) Ltd,SATELLITE DEVELOPERS PRIVATE LIMITED,SELL,46000,57.00,-
22-JUN-2026,RBA,Restaurant Brand Asia Ltd,QE SECURITIES LLP,SELL,3885805,79.23,-
22-JUN-2026,RBA,Restaurant Brand Asia Ltd,MARWADI SHARES AND FINANCE LTD.,SELL,3167041,78.48,-
22-JUN-2026,RBA,Restaurant Brand Asia Ltd,HRTI PRIVATE LIMITED,SELL,5201407,78.91,-
22-JUN-2026,RHETAN,Rhetan TMT Limited,NIRAJ HARSUKHLAL SANGHAVI,SELL,4741029,29.01,-
22-JUN-2026,RMC,RMC Switchgears Limited,HRTI PRIVATE LIMITED,SELL,75397,350.67,-
22-JUN-2026,SAJHOTELS,Saj Hotels Limited,REINA R JAISINGHANI,SELL,100000,29.54,-
22-JUN-2026,SINTERCOM,Sintercom India Limited,BELLWETHER CAPITAL PRIVATE LIMITED,SELL,182372,77.02,-
22-JUN-2026,SOUTHWEST,South West Pinnacle Ltd,PIYUSH JAIN,SELL,454702,248.47,-
22-JUN-2026,SOUTHWEST,South West Pinnacle Ltd,VIKAS JAIN,SELL,520000,248.95,-
22-JUN-2026,STYLEBAAZA,Baazar Style Retail Ltd,GIRIRAJ RATAN DAMANI,SELL,507152,326.40,-
22-JUN-2026,SUBROS,Subros Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,465638,853.44,-
22-JUN-2026,SUBROS,Subros Ltd,QE SECURITIES LLP,SELL,343075,846.60,-
22-JUN-2026,TFCILTD,Tourism Finance Corp,F3 ADVISORS PRIVATE LIMITED,SELL,3148637,74.41,-
22-JUN-2026,VIPULLTD,Vipul Limited,RATHOD MANOJ CHHAGANLAL HUF,SELL,1030502,11.66,-
22-JUN-2026,VISACHROME,VISA Chrome Limited,ASSETS CARE AND RECONSTRUCTION ENTERPRISE LIMITED,SELL,3754000,40.23,-
22-JUN-2026,YAAP,Yaap Digital Limited,MINERVA VENTURES FUND,SELL,124000,180.72,-
